mysql> show global variables;
+------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                              | Value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| skip_slave_start                                           | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_allow_batching                                       | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_checkpoint_group                                     | 512                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| slave_checkpoint_period                                    | 300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| slave_compressed_protocol                                  | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| slave_exec_mode                                            | STRICT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| slave_load_tmpdir                                          | /db/tmp                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| slave_max_allowed_packet                                   | 1073741824                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| slave_net_timeout                                          | 60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_parallel_type                                        | LOGICAL_CLOCK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| slave_parallel_workers                                     | 16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_pending_jobs_size_max                                | 134217728                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| slave_preserve_commit_order                                | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_rows_search_algorithms                               | INDEX_SCAN,HASH_SCAN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| slave_skip_errors                                          | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| slave_sql_verify_checksum                                  | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_transaction_retries                                  | 10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| slave_type_conversions                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| slow_launch_time                                           | 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| slow_query_log                                             | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| slow_query_log_file                                        | /db/data/hofcissosntax1xf-slow.log                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| socket                                                     | /var/run/mysqld/mysql.sock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| sort_buffer_size                                           | 262144                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| source_verify_checksum                                     | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_auto_is_null                                           | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_big_selects                                            | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| sql_buffer_result                                          | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_generate_invisible_primary_key                         | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_log_off                                                | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_mode                                                   | ONLY_FULL_GROUP_BY,STRICT_TRANS_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,NO_ENGINE_SUBSTITUTION                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| sql_notes                                                  | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| sql_quote_show_create                                      | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| sql_replica_skip_counter                                   | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| sql_require_primary_key                                    | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_safe_updates                                           | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sql_select_limit                                           | 18446744073709551615                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| sql_slave_skip_counter                                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| sql_warnings                                               | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| ssl_ca                                                     | /db/metadata/ca.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| ssl_capath                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| ssl_cert                                                   | /db/metadata/server-cert.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| ssl_cipher                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| ssl_crl                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| ssl_crlpath                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| ssl_fips_mode                                              | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| ssl_key                                                    | /db/metadata/server-key.pem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| ssl_session_cache_mode                                     | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| ssl_session_cache_timeout                                  | 300                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| stored_program_cache                                       | 256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| stored_program_definition_cache                            | 256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| super_read_only                                            | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| sync_binlog                                                | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| sync_master_info                                           | 10000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| sync_relay_log                                             | 10000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| sync_relay_log_info                                        | 10000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| sync_source_info                                           | 10000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| system_time_zone                                           | UTC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| table_definition_cache                                     | 2000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| table_encryption_privilege_check                           | ON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| table_open_cache                                           | 4000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| table_open_cache_instances                                 | 16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| tablespace_definition_cache                                | 256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| temptable_max_mmap                                         | 1073741824                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| temptable_max_ram                                          | 2147483648                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| temptable_use_mmap                                         | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| terminology_use_previous                                   | NONE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| thread_cache_size                                          | 48                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| thread_handling                                            | loaded-dynamically                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| thread_pool_algorithm                                      | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| thread_pool_dedicated_listeners                            | OFF                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| thread_pool_high_priority_connection                       | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| thread_pool_max_active_query_threads                       | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| thread_pool_max_transactions_limit                         | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
